CODIGO,DISTRITO,DEPARTAMENTO,MUNICIPIO,ESTABLECIMIENTO,DIRECCION,TELEFONO,SUPERVISOR,DIRECTOR,NIVEL,SECTOR,AREA,STATUS,MODALIDAD,JORNADA,PLAN,DEPARTAMENTAL
00-07-4460-46,01-102,CIUDAD CAPITAL,ZONA 7,INSTITUTO PRIVADO DE EDUCACION BASICA Y BACHILLERATO POR MADUREZ AMSTERDAN,ANILLO PERIFERICO 14-04 CIUDAD DE PLATA II,24738493,ZIZI ARELY LOPEZ CHINCHILLA,MARÍA DEL CARMEN LÓPEZ DE ARRIOLA,DIVERSIFICADO,PRIVADO,URBANA,TEMPORAL TITULOS,MONOLINGUE,VESPERTINA,FIN DE SEMANA,GUATEMALA OCCIDENTE
00-07-6909-46,01-623,CIUDAD CAPITAL,ZONA 7,INSTITUTO CRISTIANO PEDAGOGICO DE EDUCACION MUSICAL ALFREDO COLOM,2A. CALLE 36-18,24395100,FEDERICO ESTUARDO IRUNGARAY SAMAYOA,MARIO GONZALEZ,DIVERSIFICADO,PRIVADO,URBANA,CERRADA TEMPORALMENTE,MONOLINGUE,MATUTINA,DIARIO(REGULAR),GUATEMALA OCCIDENTE
00-07-6910-46,99-001,CIUDAD CAPITAL,ZONA 7,COLEGIO INTEGRAL DE INFORMATICA,3RA. CALLE 2-28 COLONIA LANDIVAR,24716293,SILVIA EUGENIA VALDEZ MONTERROSO DE CARBALLO,Sin especificar,DIVERSIFICADO,PRIVADO,URBANA,TEMPORAL TITULOS,MONOLINGUE,MATUTINA,DIARIO(REGULAR),GUATEMALA OCCIDENTE
00-07-7201-46,01-619,CIUDAD CAPITAL,ZONA 7,CENTRO DE ESTUDIOS TURISTICOS Y FINANCIEROS CONTINENTAL,37 AVENIDA 2-24 COLONIA EL RODEO,24396744,JUAN WALDEMAR CABRERA MENDEZ,Sin especificar,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,MATUTINA,DIARIO(REGULAR),GUATEMALA OCCIDENTE
00-07-7892-46,01-,CIUDAD CAPITAL,ZONA 7,LICEO DE CIENCIAS TECNICAS COMERCIALES,CALZADA SAN JUAN 37-78 COLONIA EL RODEO,55931993,MARIA FELICITA ROQUE CARRERA,Sin especificar,DIVERSIFICADO,PRIVADO,URBANA,CERRADA TEMPORALMENTE,MONOLINGUE,VESPERTINA,DIARIO(REGULAR),GUATEMALA OCCIDENTE
00-07-8222-46,01-617,CIUDAD CAPITAL,ZONA 7,COLEGIO MIXTO MONTE CARMELO,2A. CALLE 32-41,24346629,MARIA DEL ROSARIO VARGAS SANDOVAL,ANA BEATRIZ GIRÓN SALAN,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,MATUTINA,DIARIO(REGULAR),GUATEMALA OCCIDENTE
00-07-8648-46,01-406,CIUDAD CAPITAL,ZONA 7,LICEO DE CIENCIAS TECNICAS COMERCIALES Y DE COMPUTACION (POR MADUREZ),"CALZADA SAN JUAN 37-78, COLONIA EL RODEO",43216444,MIGUEL ALVARO RODRIGUEZ PORTILLO,Sin especificar,DIVERSIFICADO,PRIVADO,URBANA,CERRADA TEMPORALMENTE,MONOLINGUE,DOBLE,FIN DE SEMANA,GUATEMALA OCCIDENTE
00-07-9204-46,01-617,CIUDAD CAPITAL,ZONA 7,INSTITUTO PARTICULAR MIXTO RODOLFO GALEOTTI TORRES,13 AV. 3-74 COLONIA QUINTA SAMAYOA,59532262,MARIA DEL ROSARIO VARGAS SANDOVAL,CLAUDIA LORENA ALBUREZ MENDEZ,DIVERSIFICADO,PRIVADO,URBANA,CERRADA TEMPORALMENTE,MONOLINGUE,MATUTINA,DIARIO(REGULAR),GUATEMALA OCCIDENTE
00-07-9301-46,01-407,CIUDAD CAPITAL,ZONA 7,COLEGIO INTERAMERICANO DE INFORMATICA II,"13 AVENIDA 4-03, COLONIA QUINTA SAMAYOA",24710115,CARLOS HUMBERTO GONZALEZ DE LEON,Sin especificar,DIVERSIFICADO,PRIVADO,URBANA,CERRADA TEMPORALMENTE,MONOLINGUE,DOBLE,FIN DE SEMANA,GUATEMALA OCCIDENTE
00-07-9406-46,01-409,CIUDAD CAPITAL,ZONA 7,LICEO DE COMPUTACION C.S.S ZONA 7,CALZADA SAN JUAN 38-83 COLONIA EL RODEO,24314311,DELMY CONSUELO GARCIA DONIS DE GOMEZ,OLGA MARINA LOPEZ Y LOPEZ,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,DOBLE,FIN DE SEMANA,GUATEMALA OCCIDENTE
00-07-9429-46,01-623,CIUDAD CAPITAL,ZONA 7,CENTRO EDUCATIVO TECNICO EN COMPUTACION II (CETEC),"9A. CALLE 8-67, COLONIA QUINTA SAMAYOA",Sin especificar,FEDERICO ESTUARDO IRUNGARAY SAMAYOA,MARIO GONZÁLEZ ARREAGA,DIVERSIFICADO,PRIVADO,URBANA,CERRADA TEMPORALMENTE,MONOLINGUE,MATUTINA,DIARIO(REGULAR),GUATEMALA OCCIDENTE
00-08-2517-46,01-620,CIUDAD CAPITAL,ZONA 8,LICEO CRISTIANO JUVENTUD,27 CALLE A 7-24,24711165,NOEMI SANDOVAL CONDE,Sin especificar,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,MATUTINA,DIARIO(REGULAR),GUATEMALA OCCIDENTE
00-09-0692-46,00-000,CIUDAD CAPITAL,ZONA 9,INSTITUTO PRIVADO PARA VARONES DE EDUCACION DIVERSIFICADA 'ESCUELA PREPARATORIA ANEXA',7A AVE. 'A' 3-55,Sin especificar,Sin especificar,Sin especificar,DIVERSIFICADO,PRIVADO,URBANA,CERRADA TEMPORALMENTE,MONOLINGUE,MATUTINA,DIARIO(REGULAR),GUATEMALA ORIENTE
00-09-7177-46,01-505,CIUDAD CAPITAL,ZONA 9,"ROYALTY ESCUELA INTERNACIONAL DE VIAJES, TURISMO Y COMERCIO",5A. AVENIDA 10-30,52028094,MARIA TERESA MILIAN AVILES,MAYRA ELIZABETH LOPEZ DE LEON DE CRUZ,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,MATUTINA,DIARIO(REGULAR),GUATEMALA ORIENTE
00-09-8310-46,01-405,CIUDAD CAPITAL,ZONA 9,INSTITUTO PRIVADO MIXTO OCUPACIONAL EXPERIMENTAL 'CAMPERO',7A. AVENIDA 10-35,24230660,BLANCA SARAI GUTIERREZ PINEDA,Sin especificar,DIVERSIFICADO,PRIVADO,URBANA,CERRADA TEMPORALMENTE,MONOLINGUE,INTERMEDIA,FIN DE SEMANA,GUATEMALA ORIENTE
00-09-9404-46,01-304,CIUDAD CAPITAL,ZONA 9,COLEGIO GRIMALDI,11 CALLE 7-64,23327018,AMADO SALOMON FLORES PEREZ,Sin especificar,DIVERSIFICADO,PRIVADO,URBANA,CERRADA TEMPORALMENTE,MONOLINGUE,MATUTINA,DIARIO(REGULAR),GUATEMALA ORIENTE
00-09-9582-46,01-405,CIUDAD CAPITAL,ZONA 9,INSTITUTO PRIVADO MIXTO OCUPACIONAL-EXPERIMENTAL CAMPERO,7A. AVENIDA 10-35,24230660,BLANCA SARAI GUTIERREZ PINEDA,Sin especificar,DIVERSIFICADO,PRIVADO,URBANA,CERRADA TEMPORALMENTE,MONOLINGUE,INTERMEDIA,DIARIO(REGULAR),GUATEMALA ORIENTE
00-10-0002-46,01-101,CIUDAD CAPITAL,ZONA 10,"INSTITUTO DE BACHILLERATO EN CIENCIAS DE LA COMPUTACION, ADSCRITO AL INSTITUTO INTERNACIONAL PARA ESTUDIO DE COMPUTADORAS",ZONA 10,Sin especificar,MARIA ESTELA MARROQUIN CHUR DE ORTEGA,Sin especificar,DIVERSIFICADO,PRIVADO,URBANA,TEMPORAL TITULOS,MONOLINGUE,MATUTINA,DIARIO(REGULAR),GUATEMALA ORIENTE
00-10-0003-46,01-503,CIUDAD CAPITAL,ZONA 10,INSTITUTO ANGELICA ROSA,"7A. CALLE ""A"", 4-60",Sin especificar,MARIA TERESA MILIAN AVILES,Sin especificar,DIVERSIFICADO,PRIVADO,URBANA,CERRADA TEMPORALMENTE,MONOLINGUE,MATUTINA,DIARIO(REGULAR),GUATEMALA ORIENTE
00-10-0007-46,01-503,CIUDAD CAPITAL,ZONA 10,COLEGIO CENTRO DE ESTUDIOS AMERICANO,6A. AVENIDA 0-18,23316922,MARIA TERESA MILIAN AVILES,AURA ELENA PALACIOS ALEMÁN,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,MATUTINA,DIARIO(REGULAR),GUATEMALA ORIENTE
00-10-0776-46,01-102,CIUDAD CAPITAL,ZONA 10,INSTITUTO PRIVADO MIXTO DE EDUCACION DIVERSIFICADA LICEO MINERVA,20 CALLE 15-08 ZONA 10,Sin especificar,ZIZI ARELY LOPEZ CHINCHILLA,SIN DATOS,DIVERSIFICADO,PRIVADO,URBANA,CERRADA TEMPORALMENTE,MONOLINGUE,MATUTINA,DIARIO(REGULAR),GUATEMALA ORIENTE
00-10-2883-46,01-503,CIUDAD CAPITAL,ZONA 10,"CENTRO DE ESTUDIOS LAS CUMBRES, SOCIEDAD ANONIMA",9A. AVENIDA 16-06,23680901,MARIA TERESA MILIAN AVILES,Sin especificar,DIVERSIFICADO,PRIVADO,URBANA,CERRADA TEMPORALMENTE,MONOLINGUE,MATUTINA,DIARIO(REGULAR),GUATEMALA ORIENTE
00-10-4017-46,00-000,CIUDAD CAPITAL,ZONA 10,INSTITUTO TECNICO FEMENIÑO NOCTURNO,6A. AVE. 3-66,Sin especificar,Sin especificar,Sin especificar,DIVERSIFICADO,OFICIAL,URBANA,CERRADA TEMPORALMENTE,MONOLINGUE,NOCTURNA,DIARIO(REGULAR),GUATEMALA ORIENTE
00-10-6931-46,01-503,CIUDAD CAPITAL,ZONA 10,COLEGIO LOS ARCOS,10 CALLE 2-68,23312914,MARIA TERESA MILIAN AVILES,Sin especificar,DIVERSIFICADO,PRIVADO,URBANA,CERRADA TEMPORALMENTE,MONOLINGUE,MATUTINA,DIARIO(REGULAR),GUATEMALA ORIENTE
00-10-8212-46,01-503,CIUDAD CAPITAL,ZONA 10,COLEGIO PARROQUIAL NUESTRA SEÑORA DE GUADALUPE,16 AVENIDA 18-28,23683379,MARIA TERESA MILIAN AVILES,Sin especificar,DIVERSIFICADO,PRIVADO,URBANA,CERRADA TEMPORALMENTE,MONOLINGUE,MATUTINA,DIARIO(REGULAR),GUATEMALA ORIENTE
00-10-8264-46,01-503,CIUDAD CAPITAL,ZONA 10,COLEGIO 'EL PUENTE',"11 AVENIDA 14-31, OAKLAND",23680906,MARIA TERESA MILIAN AVILES,Sin especificar,DIVERSIFICADO,PRIVADO,URBANA,CERRADA TEMPORALMENTE,MONOLINGUE,VESPERTINA,DIARIO(REGULAR),GUATEMALA ORIENTE
00-11-0012-46,01-209,CIUDAD CAPITAL,ZONA 11,INSTITUTO INDUSTRIAL CENTRAL GENERAL LAZARO CHACON GONZALEZ,"8A. AVENIDA 31-02, COLONIA LAS CHARCAS",24423746,MIRIAM DEL CARMEN OROZCO HERNANDEZ,EDGAR ENRIQUE ZAMORA ESPINOZA,DIVERSIFICADO,OFICIAL,URBANA,ABIERTA,MONOLINGUE,VESPERTINA,DIARIO(REGULAR),GUATEMALA SUR
00-11-0039-46,01-209,CIUDAD CAPITAL,ZONA 11,"LICEO PEDAGOGICO ""CAMINO AL EXITO""","1A. AVENIDA 51-94, COLONIA CASTAÑAS",51726290,MIRIAM DEL CARMEN OROZCO HERNANDEZ,ISAURA RODOLFINA DE LEON DEL AGUILA,DIVERSIFICADO,PRIVADO,URBANA,CERRADA TEMPORALMENTE,MONOLINGUE,VESPERTINA,DIARIO(REGULAR),GUATEMALA SUR
00-11-0044-46,01-209,CIUDAD CAPITAL,ZONA 11,"COLEGIO TECNOLÓGICO AMERICANO ""AMERITEC""","39 CALLE 10-91, LAS CHARCAS, AVENIDA FINAL",23242800,MIRIAM DEL CARMEN OROZCO HERNANDEZ,MARIA ANDREA RUIZ HERRERA DE DARDON,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,MATUTINA,DIARIO(REGULAR),GUATEMALA SUR
00-11-0065-46,01-209,CIUDAD CAPITAL,ZONA 11,CENTRO EDUCATIVO JC,"18A. CALLE 7-46, COLONIA MARISCAL",24856974,MIRIAM DEL CARMEN OROZCO HERNANDEZ,ROSE MARY GARCIA BARZANALLANA SOLORZANO DE HERNÁNDEZ,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,MATUTINA,DIARIO(REGULAR),GUATEMALA SUR
00-11-0851-46,01-209,CIUDAD CAPITAL,ZONA 11,COLEGIO SAN PATRICIO,"10A. AVENIDA 14-53, COLONIA MARISCAL",24730825,MIRIAM DEL CARMEN OROZCO HERNANDEZ,ANA LUISA DIAZ GALINDO,DIVERSIFICADO,PRIVADO,URBANA,CERRADA TEMPORALMENTE,MONOLINGUE,MATUTINA,DIARIO(REGULAR),GUATEMALA SUR
00-11-0854-46,01-209,CIUDAD CAPITAL,ZONA 11,COLEGIO ALEMAN DE GUATEMALA,"DIAGONAL 21, 19-20",22683333,MIRIAM DEL CARMEN OROZCO HERNANDEZ,Sin especificar,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,MATUTINA,DIARIO(REGULAR),GUATEMALA SUR
00-11-0855-46,01-218,CIUDAD CAPITAL,ZONA 11,"COLEGIO INTEGRAL GUATEMALTECO, SOCIEDAD ANONIMA (CIGSSA)",13 CALLE 5-06,24722702,BENIGNO ISAIAS DE LEON OROZCO,Sin especificar,DIVERSIFICADO,PRIVADO,URBANA,TEMPORAL TITULOS,MONOLINGUE,MATUTINA,DIARIO(REGULAR),GUATEMALA SUR
00-11-0856-46,01-209,CIUDAD CAPITAL,ZONA 11,COLEGIO MIXTO CAPOUILLIEZ,30 AVE. 8-48,59180175,MIRIAM DEL CARMEN OROZCO HERNANDEZ,SANRA DEL CARMEN MERIDA MENCOS,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,MATUTINA,DIARIO(REGULAR),GUATEMALA SUR
00-11-0859-46,01-110,CIUDAD CAPITAL,ZONA 11,INSTITUTO PRIVADO MIXTO DE EDUCACION DIVERSIFICADA LICEO LAFAYETTE,14 AVE. 6-91 ZONA 11,Sin especificar,ZUHILEM YESENIA ESTRADA ORTIZ,Sin especificar,DIVERSIFICADO,PRIVADO,URBANA,CERRADA TEMPORALMENTE,MONOLINGUE,MATUTINA,DIARIO(REGULAR),GUATEMALA SUR
00-11-2409-46,01-408,CIUDAD CAPITAL,ZONA 11,INSTITUTO PRIVADO MIXTO DE EDUCACION DIVERSIFICADA LIC. EMILIO ARENALES CATALAN,2A AVE. 4-21 ZONA 11,24723222,MANUEL MARIA CANO CASTRO,Sin especificar,DIVERSIFICADO,PRIVADO,URBANA,CERRADA TEMPORALMENTE,MONOLINGUE,INTERMEDIA,DIARIO(REGULAR),GUATEMALA SUR
00-11-3137-46,00-000,CIUDAD CAPITAL,ZONA 11,CENTRO PROFESIONAL DE ESTUDIOS EN COMPUTACION,"15 AV. 'B' 11-22 ZONA 11, COLONIA MIRAFLORES",Sin especificar,Sin especificar,Sin especificar,DIVERSIFICADO,PRIVADO,URBANA,CERRADA TEMPORALMENTE,MONOLINGUE,VESPERTINA,DIARIO(REGULAR),GUATEMALA SUR
00-11-7138-46,01-209,CIUDAD CAPITAL,ZONA 11,ESCUELA TECNICA DE HOTELERIA Y HOGAR ZUNIL,10A. AVENIDA 35-10,24422393,MIRIAM DEL CARMEN OROZCO HERNANDEZ,VIOLETA LEMUS SOLANO DE OSOY,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,DOBLE,DIARIO(REGULAR),GUATEMALA SUR
00-11-8418-46,01-210,CIUDAD CAPITAL,ZONA 11,LICEO BILINGUE LAS NACIONES,17 CALLE 6-10 COLONIA MARISCAL,24731585-24745554,DINIZ ORALIA MORALES MUÑOZ,LILIAN ELISABETH RODRÍGUEZ PINEDA,DIVERSIFICADO,PRIVADO,URBANA,CERRADA TEMPORALMENTE,MONOLINGUE,MATUTINA,DIARIO(REGULAR),GUATEMALA SUR
00-11-8429-46,01-209,CIUDAD CAPITAL,ZONA 11,COLEGIO SANTA TERESITA,22 CALLE 13-31,24933232,MIRIAM DEL CARMEN OROZCO HERNANDEZ,VIOLETA DEL ALBA NAVARRO OROZCO,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,MATUTINA,DIARIO(REGULAR),GUATEMALA SUR
00-11-8449-46,01-404,CIUDAD CAPITAL,ZONA 11,INST. PARTICULAR MIXTO DIURNO Y NOCTURNO 'LIC. EMILIO ARENALES CATALAN',2A. AV. 4-21 COLONIA EL PROGRESO,24723222,ORLANDO ERCILIO GIRON ALVAREZ,SILVIA PATRICIA CATALÁN SÁNCHEZ DE ORELLANA,DIVERSIFICADO,PRIVADO,URBANA,CERRADA TEMPORALMENTE,MONOLINGUE,DOBLE,FIN DE SEMANA,GUATEMALA SUR
00-11-8547-46,01-209,CIUDAD CAPITAL,ZONA 11,COLEGIO MIXTO EURO AMERICANO,"DIAGONAL 17, 29-41 LAS CHARCAS",24761919,MIRIAM DEL CARMEN OROZCO HERNANDEZ,Sin especificar,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,MATUTINA,DIARIO(REGULAR),GUATEMALA SUR
00-11-8876-46,01-210,CIUDAD CAPITAL,ZONA 11,COLEGIO SAN BORJA,21 CALLE 13-17,Sin especificar,DINIZ ORALIA MORALES MUÑOZ,Sin especificar,DIVERSIFICADO,PRIVADO,URBANA,CERRADA TEMPORALMENTE,MONOLINGUE,MATUTINA,DIARIO(REGULAR),GUATEMALA SUR
00-11-8915-46,01-630,CIUDAD CAPITAL,ZONA 11,"COLEGIO INTEGRAL GUATEMALTECO, S.A. (CIGSSA)",13 CALLE 5-06 COLONIA EL PROGRESO,24722702,ARGELIA DE JESUS ACOSTA SOZA,MARIA DEL ROSARIO LOPEZ ESCOBAR,DIVERSIFICADO,PRIVADO,URBANA,CERRADA TEMPORALMENTE,MONOLINGUE,DOBLE,FIN DE SEMANA,GUATEMALA SUR
00-11-9211-46,01-210,CIUDAD CAPITAL,ZONA 11,COLEGIO AMERICANO PREUNIVERSITARIO,"39 CALLE 10-91, LAS CHARCAS",4764442/43/38/30,DINIZ ORALIA MORALES MUÑOZ,Sin especificar,DIVERSIFICADO,PRIVADO,URBANA,CERRADA TEMPORALMENTE,MONOLINGUE,MATUTINA,DIARIO(REGULAR),GUATEMALA SUR
00-11-9799-46,99-001,CIUDAD CAPITAL,ZONA 11,COLEGIO MIXTO DIURNO 'FRANKLIN DELANO ROOSEVELT',Sin especificar,Sin especificar,SILVIA EUGENIA VALDEZ MONTERROSO DE CARBALLO,Sin especificar,DIVERSIFICADO,PRIVADO,URBANA,TEMPORAL TITULOS,MONOLINGUE,MATUTINA,DIARIO(REGULAR),GUATEMALA SUR
00-11-9828-46,99-001,CIUDAD CAPITAL,ZONA 11,CENTRO EDUCACIONAL DE ESTUDIOS ECONOMICO-ADMINISTRATIVOS,Sin especificar,Sin especificar,SILVIA EUGENIA VALDEZ MONTERROSO DE CARBALLO,Sin especificar,DIVERSIFICADO,PRIVADO,URBANA,TEMPORAL TITULOS,MONOLINGUE,MATUTINA,DIARIO(REGULAR),GUATEMALA SUR
00-12-0077-46,01-211,CIUDAD CAPITAL,ZONA 12,COLEGIO PRIVADO MIXTO 12 DE OCTUBRE,"10A. AVENIDA 15-71, COLONIA REFORMITA",24730788,CARLOS ALBERTO ALTAN ORELLANA,ANA MARIA VICTORIA MONZON PONCE DE PACHECO,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,MATUTINA,DIARIO(REGULAR),GUATEMALA SUR
00-12-0102-46,01-630,CIUDAD CAPITAL,ZONA 12,"INSTITUTO DE EDUCACIÓN A DISTANCIA ""LA ESCUELA EN SU CASA""","21A. AVENIDA. 33-58, COLONIA SANTA ELISA ZONA 12",23873100,ARGELIA DE JESUS ACOSTA SOZA,FAUSTO CESAR BARRIENTOS CANO,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,MATUTINA,A DISTANCIA,GUATEMALA SUR
00-12-0103-46,01-211,CIUDAD CAPITAL,ZONA 12,LICEO MIXTO JUAN APOSTOL,"4 AVENIDA 11-52 ZONA 12, COLONIA LA REFORMITA",24712442,CARLOS ALBERTO ALTAN ORELLANA,BELINDA FEDELINA VAVAS MANCILLA DE DIAZ,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,VESPERTINA,DIARIO(REGULAR),GUATEMALA SUR
00-12-0104-46,01-210,CIUDAD CAPITAL,ZONA 12,DIRECCIÓN DEPARTAMENTAL DE EDUCACIÓN GUATEMALA SUR,"AVENIDA PETAPA 47-79, PLAZA GRECIA, SEGUNDO NIVEL",24628700,DINIZ ORALIA MORALES MUÑOZ,MARIA DEL ROSARIO LÓPEZ ESCOBAR,DIVERSIFICADO,PRIVADO,URBANA,CERRADA TEMPORALMENTE,MONOLINGUE,MATUTINA,DIARIO(REGULAR),GUATEMALA SUR
00-12-0109-46,01-640,CIUDAD CAPITAL,ZONA 12,"COLEGIO MIXTO ""CIENCIA Y ARTE""","8 CALLE 16-30 ZONA 12, MUNICIPIO DE GUATEMALA , DEPARTAMENTO DE GUATEMALA",24755457,ELISEO DANIEL ALVAREZ NATARENO,ROSIDALIA MARMITA OROZCO OROZCO,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,DOBLE,A DISTANCIA,GUATEMALA SUR
00-12-0111-46,01-640,CIUDAD CAPITAL,ZONA 12,"CENTRO DE EDUCACION EXTRAESCOLAR ""HECTOR URIEL HERNANDEZ CARDONA-SINTRAUSAC""","CIUDAD UNIVERSITARIA, UNIVERSIDAD DE SAN CARLOS EDIFICIO ANTIGUO DE CALUSAC, SALÓN 5",49150469,ELISEO DANIEL ALVAREZ NATARENO,GUADALUPE VASQUEZ LOPEZ,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,DOBLE,DIARIO(REGULAR),GUATEMALA SUR
00-12-2917-46,01-210,CIUDAD CAPITAL,ZONA 12,COLEGIO MIXTO Y ACADEMIA HALDA,7A. AVENIDA 18-66 ZONA 12,24733689,DINIZ ORALIA MORALES MUÑOZ,Sin especificar,DIVERSIFICADO,PRIVADO,URBANA,CERRADA TEMPORALMENTE,MONOLINGUE,MATUTINA,DIARIO(REGULAR),GUATEMALA SUR
00-12-4626-46,01-210,CIUDAD CAPITAL,ZONA 12,LICEO MIXTO CRISTIANO 'PIAGET'.,2 AVE 4-60 CIUDAD REAL I,42190100,DINIZ ORALIA MORALES MUÑOZ,Sin especificar,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,MATUTINA,DIARIO(REGULAR),GUATEMALA SUR
00-12-6247-46,01-210,CIUDAD CAPITAL,ZONA 12,CENTRO INDUSTRIAL NO.3 ADSC. A EOUM NO.75 'FUERZA AEREA GUATEMALTECA',29 AVE. 18-18 ZONA 12,Sin especificar,DINIZ ORALIA MORALES MUÑOZ,Sin especificar,DIVERSIFICADO,OFICIAL,URBANA,CERRADA TEMPORALMENTE,MONOLINGUE,MATUTINA,DIARIO(REGULAR),GUATEMALA SUR
00-12-7189-46,01-208,CIUDAD CAPITAL,ZONA 12,LICEO MIXTO TECNICAS INTEGRALES,"9A. CALLE A, 06-80, RESIDENCIALES EUREKA",24491910,LILIAN NINETH TEOS REYES,OSCAR OVIDIO OCHOA ARGUETA,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,MATUTINA,DIARIO(REGULAR),GUATEMALA SUR
00-12-8220-46,01-630,CIUDAD CAPITAL,ZONA 12,COLEGIO DE INFORMATICA IMB-PC NO.2,AVENIDA PETAPA 30-64,23043211,ARGELIA DE JESUS ACOSTA SOZA,ISABEL CRISTINA BALCAZAR VASQUEZ DE AREVALO,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,DOBLE,FIN DE SEMANA,GUATEMALA SUR
00-12-8567-46,01-406,CIUDAD CAPITAL,ZONA 12,INSTITUTO DIVERSIFICADO MIRNA MACK,1A. AV. ENTRE 5A. Y 6A. CALLE COLONIA MESQUITAL,Sin especificar,MIGUEL ALVARO RODRIGUEZ PORTILLO,Sin especificar,DIVERSIFICADO,PRIVADO,URBANA,CERRADA TEMPORALMENTE,MONOLINGUE,NOCTURNA,DIARIO(REGULAR),GUATEMALA SUR
00-12-9149-46,01-630,CIUDAD CAPITAL,ZONA 12,INSTITUTO DE EDUCACION A DISTANCIA LA ESCUELA EN SU CASA,"21A. AVENIDA. 33-58, COLONIA SANTA ELISA ZONA 12",23873100,ARGELIA DE JESUS ACOSTA SOZA,ISABEL CRISTINA BALCAZAR VASQUEZ DE AREVALO,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,DOBLE,FIN DE SEMANA,GUATEMALA SUR
00-12-9243-46,01-208,CIUDAD CAPITAL,ZONA 12,LICEO BILINGUE EN COMPUTACION 'CIENCIA Y HUMANIDAD',"6A. AVENIDA 5-44, GUAJITOS",24498177,LILIAN NINETH TEOS REYES,Sin especificar,DIVERSIFICADO,PRIVADO,URBANA,CERRADA TEMPORALMENTE,MONOLINGUE,VESPERTINA,DIARIO(REGULAR),GUATEMALA SUR
00-12-9554-46,01-635,CIUDAD CAPITAL,ZONA 12,COLEGIO MIXTO CRISTIANO JOSUE,3A. AVENIDA 0-99 CIUDAD REAL,24494835,JULIO PEREZ GUTIERREZ,Sin especificar,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,VESPERTINA,DIARIO(REGULAR),GUATEMALA SUR
00-13-0010-46,01-409,CIUDAD CAPITAL,ZONA 13,INSTITUTO DE BACHILLERATO CENTROAMERICANO -IBCA-,"15 AVENIDA ""A"" 5-64",22692279-23314041,DELMY CONSUELO GARCIA DONIS DE GOMEZ,VILMA PATRICIA CARRILLO GARCIA SALAS DE ORANTES,DIVERSIFICADO,PRIVADO,URBANA,CERRADA TEMPORALMENTE,MONOLINGUE,DOBLE,FIN DE SEMANA,GUATEMALA ORIENTE
00-13-0937-46,01-501,CIUDAD CAPITAL,ZONA 13,ESCUELA TECNICA MILITAR DE AVIACION,AVENIDA HINCAPIE 21-14,23615336,JULIO JACOBO GIL URBINA,Sin especificar,DIVERSIFICADO,OFICIAL,URBANA,ABIERTA,MONOLINGUE,MATUTINA,DIARIO(REGULAR),GUATEMALA ORIENTE
00-13-0938-46,01-504,CIUDAD CAPITAL,ZONA 13,INSTITUTO TECNICO VOCACIONAL DR. IMRICH FISCHMANN,7A AVE. 5-80,24720153,DAVID SOTOJ SANCHEZ,Sin especificar,DIVERSIFICADO,OFICIAL,URBANA,ABIERTA,MONOLINGUE,DOBLE,DIARIO(REGULAR),GUATEMALA ORIENTE
00-13-0941-46,01-504,CIUDAD CAPITAL,ZONA 13,ESCUELA NORMAL CENTRAL PARA VARONES,5A CALLE 8-06,54604839,DAVID SOTOJ SANCHEZ,MARCO ANTONIO TEPAZ YUMAN,DIVERSIFICADO,OFICIAL,URBANA,ABIERTA,MONOLINGUE,MATUTINA,DIARIO(REGULAR),GUATEMALA ORIENTE
